chr_clinical_care_id,fips_code,uninsured,uninsured_numerator,uninsured_denominator,primary_care_physicians,primary_care_physicians_numerator,primary_care_physicians_denominator,ratio_of_population_to_primary_care_physicians,dentists,dentists_numerator,dentists_denominator,ratio_of_population_to_dentists,mental_health_providers,mental_health_providers_numerator,mental_health_providers_denominator,ratio_of_population_to_mental_health_providers,preventable_hospital_stays,mammography_screening,flu_vaccinations,uninsured_adults,uninsured_adults_numerator,uninsured_adults_denominator,uninsured_children,uninsured_children_numerator,uninsured_children_denominator,other_primary_care_providers,other_primary_care_providers_numerator,other_primary_care_providers_denominator,ratio_of_population_to_other_providers
ebe989f5,37143,0.124008945,1220,9838,0.000074217,1,13474,13474,0.000149009,2,13422,6711,0.000447027,6,13422,2237,4221,0.48,0.5,0.144968809,1069,7374,0.063608327,165,2594,0.000298018,4,13422,3355.5
ebec4ed1,42015,0.078910908,3759,47636,0.00092025,56,60853,1086.660714,0.00052603,32,60833,1901.03125,0.000673976,41,60833,1483.731707,5428,0.48,0.45,0.087873259,3034,34527,0.055947105,770,13763,0.002334259,142,60833,428.4014085
ebf847a0,27037,0.039094864,14269,364984,0.000661528,279,421751,1511.65233,0.000695778,296,425423,1437.239865,0.001753549,746,425423,570.272118,5740,0.46,0.53,0.045183323,11828,261778,0.024805142,2686,108284,0.000535937,228,425423,1865.890351
ebff0eb2,21137,0.079475231,1569,19742,0.000327118,8,24456,3057,0.0000811557,2,24644,12322,0.000892712,22,24644,1120.181818,5664,0.32,0.34,0.092236417,1314,14246,0.047091413,272,5776,0.000852134,21,24644,1173.52381
ec193cc6,21187,0.064339494,564,8766,0.000371575,4,10765,2691.25,0.000551471,6,10880,1813.333333,0.000459559,5,10880,2176,3845,0.35,0.43,0.071417482,460,6441,0.04637917,114,2458,0.000275735,3,10880,3626.666667
ec1aa68c,45043,0.132328459,5882,44450,0.000616813,38,61607,1621.236842,0.000530129,33,62249,1886.333333,0.000867484,54,62249,1152.759259,3643,0.44,0.47,0.158859348,5270,33174,0.056401674,674,11950,0.000610452,38,62249,1638.131579
ec1c1f15,09015,0.056040261,5267,93986,0.000455487,53,116359,2195.45283,0.000487067,57,117027,2053.105263,0.003315474,388,117027,301.6159794,4763,0.47,0.54,0.06613664,4725,71443,0.02547237,608,23869,0.000546882,64,117027,1828.546875
ec1eac7a,48097,0.207054071,6663,32180,0.000325855,13,39895,3068.846154,0.000394341,16,40574,2535.875,0.000591512,24,40574,1690.583333,4706,0.34,0.41,0.241042915,5510,22859,0.128444126,1254,9763,0.00073939,30,40574,1352.466667
ec398a1e,13033,0.151794762,2846,18749,0.000355208,8,22522,2815.25,0.000133791,3,22423,7474.333333,0.000579762,13,22423,1724.846154,5367,0.32,0.28,0.189110652,2473,13077,0.068135935,405,5944,0.000356777,8,22423,2802.875
ec3f0bf7,29035,0.159787495,782,4894,0.000162101,1,6169,6169,0.00033036,2,6054,3027,0.00099108,6,6054,1009,5575,0.3,0.28,0.196561605,686,3490,0.068521031,101,1474,0.00132144,8,6054,756.75
ec498dea,40009,0.17604345,2982,16939,0.000734181,16,21793,1362.0625,0.000460638,10,21709,2170.9,0.003040214,66,21709,328.9242424,4263,0.28,0.5,0.210188905,2459,11699,0.102330663,562,5492,0.001289788,28,21709,775.3214286
ec51f790,45079,0.109908006,36308,330349,0.000860075,354,411592,1162.689266,0.000906951,376,414576,1102.595745,0.003299757,1368,414576,303.0526316,3796,0.46,0.45,0.135469422,33088,244247,0.04018295,3646,90735,0.001218112,505,414576,820.9425743
ec741268,05097,0.114294612,734,6422,0.00022424,2,8919,4459.5,0.000224115,2,8924,4462,0.000224115,2,8924,4462,4727,0.27,0.29,0.134691332,648,4811,0.055131965,94,1705,0.000896459,8,8924,1115.5
ec8a0aa5,42101,0.082451814,108125,1311372,0.000690129,1091,1580863,1449.003666,0.000739203,1171,1584138,1352.807857,0.002604571,4126,1584138,383.9403781,5894,0.41,0.47,0.097176857,95413,981849,0.039597323,13704,346084,0.001390662,2203,1584138,719.0821607
ec904f32,54045,0.078077729,2013,25782,0.000485953,16,32925,2057.8125,0.000122673,4,32607,8151.75,0.000828043,27,32607,1207.666667,14383,0.31,0.33,0.096564965,1861,19272,0.023941606,164,6850,0.001533413,50,32607,652.14
ecaa58d3,54035,0.071744216,1656,23082,0.000310602,9,28976,3219.555556,0.000418031,12,28706,2392.166667,0.000801226,23,28706,1248.086957,5120,0.37,0.44,0.088633687,1505,16980,0.025704939,165,6419,0.000905734,26,28706,1104.076923
ecb90a76,30017,0.0898535,828,9215,0.000938487,11,11721,1065.545455,0.000517866,6,11586,1931,0.003625065,42,11586,275.8571429,2795,0.37,0.37,0.104105139,705,6772,0.052302888,134,2562,0.001467288,17,11586,681.5294118
ecba2895,56025,0.142213749,9473,66611,0.000729129,58,79547,1371.5,0.00077103,61,79115,1296.967213,0.004171143,330,79115,239.7424242,3335,0.34,0.44,0.169272746,8065,47645,0.076558163,1517,19815,0.001542059,122,79115,648.4836066
ecde4bbb,29141,0.192670296,2902,15062,0.00019856,4,20145,5036.25,0.000147362,3,20358,6786,0.000343845,7,20358,2908.285714,3805,0.45,0.39,0.22272216,2376,10668,0.119765676,552,4609,0.000294724,6,20358,3393
ecde6027,27075,0.046571465,362,7773,0.000855188,9,10524,1169.333333,0.000375305,4,10658,2664.5,0.000656784,7,10658,1522.571429,3536,0.37,0.51,0.052175391,307,5884,0.031,62,2000,0.000375305,4,10658,2664.5
ececd456,17051,0.0720045,1152,15999,0.000137716,3,21784,7261.333333,0.000420247,9,21416,2379.555556,0.000793799,17,21416,1259.764706,5275,0.41,0.4,0.088552916,1025,11575,0.030062272,140,4657,0.000466941,10,21416,2141.6
ecf00bf1,24047,0.077828418,2903,37300,0.000870575,45,51690,1148.666667,0.000521004,27,51823,1919.37037,0.002257685,117,51823,442.9316239,3884,0.46,0.49,0.088837226,2522,28389,0.044340724,418,9427,0.000945526,49,51823,1057.612245
ecf1c288,44001,0.034871768,1323,37939,0.002044488,100,48912,489.12,0.000390553,19,48649,2560.473684,0.002055541,100,48649,486.49,3495,0.58,0.54,0.040973246,1167,28482,0.017682318,177,10010,0.000308331,15,48649,3243.266667
ecfa4a50,40107,0.197892657,1803,9111,NULL,0,12140,NULL,0.0000826583,1,12098,12098,0.003306332,40,12098,302.45,4645,0.27,0.49,0.238297204,1517,6366,0.106206897,308,2900,0.000743925,9,12098,1344.222222
ed0bd351,23031,0.08594517,14007,162976,0.000763991,156,204191,1308.916667,0.000446106,92,206229,2241.619565,0.003981011,821,206229,251.1924482,3810,0.49,0.49,0.098598792,12272,124464,0.046764092,1904,40715,0.000693404,143,206229,1442.160839
ed24a8d2,34031,0.131651383,56534,429422,0.000567686,291,512607,1761.536083,0.000733147,369,503310,1363.98374,0.001221911,615,503310,818.3902439,4219,0.4,0.45,0.166723698,51646,309770,0.042780409,5392,126039,0.000407304,205,503310,2455.170732
ed2ecaa7,51053,0.118097754,2682,22710,0.000141804,4,28208,7052,0.0000701041,2,28529,14264.5,0.00017526,5,28529,5705.8,6840,0.46,0.49,0.138161722,2375,17190,0.057632933,336,5830,0.0000350521,1,28529,28529
ed309e82,21175,0.078084556,724,9272,0.00022748,3,13188,4396,0.000299738,4,13345,3336.25,0.002098164,28,13345,476.6071429,4530,0.28,0.34,0.086918857,602,6926,0.052843889,131,2479,0.00067441,9,13345,1482.777778
ed4bf5cf,19101,0.074594761,971,13017,0.000759961,14,18422,1315.857143,0.000598444,11,18381,1671,0.001196888,22,18381,835.5,2798,0.28,0.17,0.083243666,851,10223,0.044760936,132,2949,0.000489636,9,18381,2042.333333
ed4dd1ab,30077,0.10786802,425,3940,0.000588668,4,6795,1698.75,0.00043054,3,6968,2322.666667,0.000861079,6,6968,1161.333333,3867,0.39,0.27,0.121598925,362,2977,0.06640625,68,1024,0.000717566,5,6968,1393.6
ed792ba1,36027,0.053434454,12351,231143,0.00068343,202,295568,1463.207921,0.000725185,213,293718,1378.957747,0.002829244,831,293718,353.4512635,4084,0.44,0.5,0.062135933,10891,175277,0.027370232,1623,59298,0.001041816,306,293718,959.8627451
ed8b4567,51179,0.077203454,9934,128673,0.000300036,44,146649,3332.931818,0.000340091,51,149960,2940.392157,0.000793545,119,149960,1260.168067,5741,0.38,0.44,0.091774988,8296,90395,0.044911741,1809,40279,0.000360096,54,149960,2777.037037
edba96b9,51005,0.098584118,1121,11371,0.000462902,7,15122,2160.285714,0.000268276,4,14910,3727.5,0.000268276,4,14910,3727.5,7221,0.46,0.45,0.115523466,992,8587,0.048550236,144,2966,0.000603622,9,14910,1656.666667
edbb56b5,55119,0.083927693,1365,16264,0.000344471,7,20321,2903,0.00058789,12,20412,1701,0.001175779,24,20412,850.5,2169,0.59,0.22,0.091978887,1063,11557,0.06443769,318,4935,0.001028807,21,20412,972
edbe7739,48349,0.224375,8975,40000,0.000451736,22,48701,2213.681818,0.00036316,18,49565,2753.611111,0.000645617,32,49565,1548.90625,4890,0.34,0.47,0.273123434,7521,27537,0.121687481,1598,13132,0.000484213,24,49565,2065.208333
ee132211,13157,0.157415943,9050,57491,0.000533183,36,67519,1875.527778,0.000454404,32,70422,2200.6875,0.000468604,33,70422,2134,4922,0.44,0.49,0.190240997,7665,40291,0.084050886,1513,18001,0.000596405,42,70422,1676.714286
ee13d93f,13185,0.172514743,16382,94960,0.000588801,68,115489,1698.367647,0.000558799,65,116321,1789.553846,0.001667799,194,116321,599.5927835,5022,0.46,0.37,0.216314607,14736,68123,0.065351374,1845,28232,0.001237954,144,116321,807.7847222
ee2628f0,46079,0.078050301,751,9622,0.000624561,8,12809,1601.125,0.000459524,6,13057,2176.166667,0.001148809,15,13057,870.4666667,2807,0.5,0.55,0.087245475,617,7072,0.054977712,148,2692,0.000382936,5,13057,2611.4
ee3f1c20,21155,0.062812006,994,15825,0.000464037,9,19395,2155,0.000309215,6,19404,3234,0.001906823,37,19404,524.4324324,3810,0.44,0.37,0.072901849,820,11248,0.039544514,191,4830,0.001082251,21,19404,924
ee689376,05109,0.11997152,1011,8427,0.000279694,3,10726,3575.333333,0.000374778,4,10673,2668.25,0.000281083,3,10673,3557.666667,5971,0.27,0.3,0.140090381,868,6196,0.066610098,157,2357,0.000562166,6,10673,1778.833333
ee856417,24031,0.079719083,71354,895068,0.001345851,1425,1058810,743.0245614,0.001233176,1298,1052567,810.9144838,0.003125692,3290,1052567,319.9291793,2982,0.4,0.53,0.096070305,62541,650992,0.039076134,10009,256141,0.000887354,934,1052567,1126.945396
ee8b627c,39035,0.066112559,66394,1004257,0.001111722,1388,1248514,899.5057637,0.00105398,1311,1243857,948.784897,0.00380108,4728,1243857,263.0831218,5871,0.45,0.49,0.0758433,56878,749941,0.038561666,10354,268505,0.001646492,2048,1243857,607.3520508
ee9da4e4,27101,0.059353386,369,6217,0.000119818,1,8346,8346,0.000241663,2,8276,4138,0.000604157,5,8276,1655.2,5767,0.51,0.44,0.065747854,291,4426,0.045212766,85,1880,0.000845819,7,8276,1182.285714
eea66a7c,47069,0.122618352,2098,17110,0.000235784,6,25447,4241.166667,0.000277558,7,25220,3602.857143,0.001149881,29,25220,869.6551724,5901,0.38,0.46,0.154878049,1905,12300,0.041543027,210,5055,0.000634417,16,25220,1576.25
eebda3a5,26017,0.061048089,5064,82951,0.000412514,43,104239,2424.162791,0.000683198,71,103923,1463.704225,0.00249223,259,103923,401.2471043,6890,0.46,0.49,0.072123438,4478,62088,0.028976292,638,22018,0.000769801,80,103923,1299.0375
eecf0bf7,39041,0.043558867,7589,174224,0.00142669,286,200464,700.9230769,0.00060051,123,204826,1665.252033,0.001215666,249,204826,822.5943775,2801,0.51,0.57,0.049072891,5878,119781,0.032495144,1857,57147,0.00051263,105,204826,1950.72381
eedbbbe1,37095,0.156639867,565,3607,0.000186463,1,5363,5363,NULL,0,5230,NULL,0.000191205,1,5230,5230,2018,0.39,0.51,0.184412733,504,2733,0.069489685,64,921,0.000956023,5,5230,1046
eeddd072,28053,0.154199378,1041,6751,0.000359626,3,8342,2780.666667,0.000242219,2,8257,4128.5,NULL,0,8257,NULL,5107,0.3,0.16,0.205452984,957,4658,0.041251133,91,2206,0.000484437,4,8257,2064.25
eee01e12,21005,0.052742063,1005,19055,0.000266146,6,22544,3757.333333,0.000441248,10,22663,2266.3,0.000661872,15,22663,1510.866667,5161,0.39,0.45,0.060948905,835,13700,0.033101975,186,5619,0.000529497,12,22663,1888.583333
eef3ef3e,40027,0.127406151,29897,234659,0.000500642,140,279641,1997.435714,0.000443783,125,281669,2253.352,0.003340801,941,281669,299.3294368,3322,0.41,0.52,0.151673496,26356,173768,0.061785575,3962,64125,0.000837863,236,281669,1193.512712
ef0ed781,26011,0.081025549,907,11194,0.000332336,5,15045,3009,0.000465395,7,15041,2148.714286,0.001994548,30,15041,501.3666667,5876,0.5,0.39,0.092185307,788,8548,0.046137339,129,2796,0.001263214,19,15041,791.631579
ef30599b,27093,0.049989133,920,18404,0.000562016,13,23131,1779.307692,0.000432133,10,23141,2314.1,0.000691414,16,23141,1446.3125,7286,0.47,0.48,0.054668114,705,12896,0.039986212,232,5802,0.00025928,6,23141,3856.833333
ef45124c,19049,0.039317117,3063,77905,0.000458532,40,87235,2180.875,0.000243957,22,90180,4099.090909,0.000332668,30,90180,3006,3413,0.52,0.58,0.047975785,2536,52860,0.021954023,573,26100,0.000255046,23,90180,3920.869565
ef69183d,37031,0.126798474,6548,51641,0.000754925,52,68881,1324.634615,0.00073356,51,69524,1363.215686,0.001596571,111,69524,626.3423423,3775,0.51,0.49,0.151252824,5958,39391,0.051309791,664,12941,0.001121915,78,69524,891.3333333
efb0570e,38003,0.079595152,637,8003,0.000931619,10,10734,1073.4,0.000853728,9,10542,1171.333333,0.000853728,9,10542,1171.333333,3996,0.6,0.58,0.084538187,497,5879,0.07005801,157,2241,0.000853728,9,10542,1171.333333
efc7985f,48465,0.229026971,9222,40266,0.000284524,14,49205,3514.642857,0.000345472,17,49208,2894.588235,0.000528369,26,49208,1892.615385,3736,0.31,0.25,0.293281556,7779,26524,0.10958526,1588,14491,0.000650301,32,49208,1537.75
efcf019f,13087,0.176881922,3769,21308,0.000449169,12,26716,2226.333333,0.000338664,9,26575,2952.777778,0.000526811,14,26575,1898.214286,6455,0.33,0.35,0.219413482,3307,15072,0.076923077,510,6630,0.00060207,16,26575,1660.9375
efdc0369,18145,0.085369532,3113,36465,0.000315351,14,44395,3171.071429,0.000358801,16,44593,2787.0625,0.000964277,43,44593,1037.046512,6698,0.46,0.52,0.096092249,2550,26537,0.058373206,610,10450,0.000762452,34,44593,1311.558824
efe15db1,29217,0.130892678,2088,15952,0.000391447,8,20437,2554.625,0.000389712,8,20528,2566,0.004043258,83,20528,247.3253012,4796,0.35,0.35,0.157648099,1783,11310,0.067101774,329,4903,0.000681995,14,20528,1466.285714
eff2fac0,39055,0.088879194,6723,75642,0.000692093,65,93918,1444.892308,0.000478566,45,94031,2089.577778,0.002126958,200,94031,470.155,3784,0.45,0.51,0.088340009,4764,53928,0.090624047,2081,22963,0.000350948,33,94031,2849.424242
f004ec41,39167,0.073214707,3411,46589,0.000777914,47,60418,1285.489362,0.000565207,34,60155,1769.264706,0.001213532,73,60155,824.0410959,6595,0.45,0.51,0.081620366,2847,34881,0.049350649,608,12320,0.001895104,114,60155,527.6754386
f0084bec,30021,0.079768786,552,6920,0.000446927,4,8950,2237.5,0.000576037,5,8680,1736,0.002073733,18,8680,482.2222222,3918,0.38,0.34,0.092012134,455,4945,0.051108968,106,2074,0.001497696,13,8680,667.6923077
f0226cda,47125,0.088317662,15705,177824,0.000394641,79,200182,2533.949367,0.000461277,95,205950,2167.894737,0.001913086,394,205950,522.715736,5032,0.34,0.47,0.113066893,14151,125156,0.032032488,1759,54913,0.000825443,170,205950,1211.470588
f0298e82,21007,0.064055811,404,6307,NULL,0,8039,NULL,0.000250658,2,7979,3989.5,0.000125329,1,7979,7979,5732,0.44,0.49,0.071397569,329,4608,0.044975014,81,1801,0.000375987,3,7979,2659.666667
f02fd0d8,47039,0.121300448,1082,8920,0.000340397,4,11751,2937.75,0.000427131,5,11706,2341.2,0.001025115,12,11706,975.5,6903,0.35,0.47,0.146832718,955,6504,0.055139819,140,2539,0.001537673,18,11706,650.3333333
f044f94d,27111,0.063449306,2803,44177,0.000514183,30,58345,1944.833333,0.000697137,41,58812,1434.439024,0.001343263,79,58812,744.4556962,7983,0.49,0.46,0.070333407,2234,31763,0.04693472,614,13082,0.000731143,43,58812,1367.72093
f0478a20,16001,0.087432918,33969,388515,0.000936852,428,456849,1067.404206,0.000800058,376,469966,1249.909575,0.002895954,1361,469966,345.3093314,2677,0.46,0.48,0.110673538,30604,276525,0.031741714,3734,117637,0.001553304,730,469966,643.7890411
f05ec3a6,17153,0.074518101,317,4254,NULL,0,5509,NULL,NULL,0,5463,NULL,0.000366099,2,5463,2731.5,3773,0.41,0.36,0.091349258,283,3098,0.030553262,37,1211,NULL,0,5463,NULL
f063834a,05089,0.097206704,1131,11635,0.000121743,2,16428,8214,0.000179404,3,16722,5574,0.000119603,2,16722,8361,5431,0.42,0.35,0.114188034,1002,8775,0.047172968,141,2989,0.000478412,8,16722,2090.25
f09d0735,20185,0.167630058,551,3287,0.000237699,1,4207,4207,0.000239349,1,4178,4178,0.000478698,2,4178,2089,4162,0.45,0.36,0.192038495,439,2286,0.113402062,121,1067,0.000478698,2,4178,2089
f0a3f445,26117,0.069967341,3492,49909,0.000409127,26,63550,2444.230769,0.000468985,30,63968,2132.266667,0.001969735,126,63968,507.6825397,3878,0.45,0.31,0.082890305,2978,35927,0.037431342,552,14747,0.0010005,64,63968,999.5
f0aef679,19095,0.043691553,570,13046,0.000683103,11,16103,1463.909091,0.000371724,6,16141,2690.166667,0.000681494,11,16141,1467.363636,3723,0.45,0.49,0.050493139,471,9328,0.027941553,109,3901,0.00061954,10,16141,1614.1
f0af641f,48325,0.16839651,6717,39888,0.000279631,14,50066,3576.142857,0.000176744,9,50921,5657.888889,0.000333851,17,50921,2995.352941,4575,0.32,0.37,0.194440515,5498,28276,0.111337186,1368,12287,0.000196383,10,50921,5092.1
f0b388c0,36071,0.056627221,18227,321877,0.000711621,272,382226,1405.242647,0.000683334,261,381951,1463.413793,0.002356323,900,381951,424.39,4559,0.41,0.5,0.070850409,15992,225715,0.024406111,2476,101450,0.000908494,347,381951,1100.723343
f103682b,29055,0.148007095,2837,19168,NULL,0,24102,NULL,0.000125224,3,23957,7985.666667,0.000417415,10,23957,2395.7,4391,0.39,0.3,0.181772042,2507,13792,0.063063063,357,5661,0.000459156,11,23957,2177.909091
f1190125,21085,0.069610886,1458,20945,0.000607026,16,26358,1647.375,0.000341932,9,26321,2924.555556,0.001025797,27,26321,974.8518519,7720,0.33,0.43,0.081411765,1211,14875,0.041640478,265,6364,0.000797842,21,26321,1253.380952
f124557e,54087,0.08630137,945,10950,0.000569679,8,14043,1755.375,0.000287109,4,13932,3483,0.000861326,12,13932,1161,3994,0.35,0.26,0.105406409,852,8083,0.03261944,99,3035,0.000861326,12,13932,1161
f14c0f0b,31183,0.116013072,71,612,0,0,818,-818,0,0,805,-805,0,0,805,-805,2034,0.56,0.32,0.113839286,51,448,0.122093023,21,172,0,0,805,-805
f16059d4,21037,0.044679623,3407,76254,0.000681169,63,92488,1468.063492,0.000461611,43,93152,2166.325581,0.001545861,144,93152,646.8888889,5638,0.44,0.55,0.051657211,2941,56933,0.025914634,527,20336,0.000869547,81,93152,1150.024691
f16b1316,51171,0.122107132,4126,33790,0.00048583,21,43225,2058.333333,0.000298871,13,43497,3345.923077,0.000505782,22,43497,1977.136364,5688,0.41,0.42,0.146766069,3642,24815,0.056605766,536,9469,0.000505782,22,43497,1977.136364
f179e56e,51019,0.099546338,6144,61720,0.000705363,55,77974,1417.709091,0.000266677,21,78747,3749.857143,0.00045716,36,78747,2187.416667,NULL,NULL,NULL,0.116260988,5383,46301,0.051595092,841,16300,0.000380967,30,78747,2624.9
f1a50d66,19037,0.063612428,604,9495,0.00058309,7,12005,1715,0.00041792,5,11964,2392.8,0.00041792,5,11964,2392.8,3279,0.57,0.56,0.072301729,485,6708,0.043313854,126,2909,0.000501505,6,11964,1994
f1b2904a,50001,0.062158495,1695,27269,0.001142049,42,36776,875.6190476,0.000486842,18,36973,2054.055556,0.00283991,105,36973,352.1238095,2760,0.47,0.55,0.076180513,1602,21029,0.015765766,105,6660,0.000811403,30,36973,1232.433333
f1b9fb15,48187,0.138008654,18945,137274,0.000350748,56,159659,2851.053571,0.000360429,59,163694,2774.474576,0.000281012,46,163694,3558.565217,4094,0.34,0.39,0.164783349,15866,96284,0.082467788,3565,43229,0.000323775,53,163694,3088.566038
f1ba0d45,48027,0.132606583,40118,302534,0.000816484,284,347833,1224.764085,0.000801368,285,355642,1247.866667,0.002159475,768,355642,463.0755208,6936,0.42,0.39,0.166756817,34529,207062,0.063900357,6377,99796,0.001684278,599,355642,593.7262104
f1ead544,48501,0.241946175,1825,7543,0.00035014,3,8568,2856,0.000116401,1,8591,8591,0.000232802,2,8591,4295.5,4852,0.22,0.17,0.288253968,1362,4725,0.167394958,498,2975,0.000465604,4,8591,2147.75
f1f3f3e2,48167,0.154008002,43845,284693,0.000731265,245,335036,1367.493878,0.000458729,155,337890,2179.935484,0.001109829,375,337890,901.04,6567,0.35,0.44,0.1885581,38236,202781,0.073784964,6352,86088,0.000887863,300,337890,1126.3
f1fe777b,38099,0.106422879,908,8532,0.000460617,5,10855,2171,0.00065623,7,10667,1523.857143,0.000281241,3,10667,3555.666667,6069,0.5,0.43,0.109441359,670,6122,0.102008665,259,2539,0.000843724,9,10667,1185.222222
f2087cfe,36003,0.058537728,2000,34166,0.000426494,20,46894,2344.7,0.000323067,15,46430,3095.333333,0.002218393,103,46430,450.776699,5268,0.5,0.47,0.06908199,1718,24869,0.031014847,305,9834,0.000775361,36,46430,1289.722222
f2132263,27089,0.058286804,428,7343,0.000106883,1,9356,9356,0.000212993,2,9390,4695,NULL,0,9390,NULL,6207,0.55,0.47,0.065031375,342,5259,0.042601924,93,2183,0.000319489,3,9390,3130
f239aa62,36001,0.044009382,10808,245584,0.001004483,311,309612,995.5369775,0.000918217,282,307117,1089.067376,0.00356216,1094,307117,280.7285192,4274,0.46,0.52,0.051180164,9660,188745,0.021455023,1292,60219,0.001901555,584,307117,525.885274
f23a230a,13141,0.158934228,853,5367,0.000116809,1,8561,8561,0.000119789,1,8348,8348,0.000239578,2,8348,4174,3166,0.38,0.32,0.19244913,785,4079,0.057706355,79,1369,0.000479157,4,8348,2087
f23b3123,41009,0.070035861,2949,42107,0.000328299,17,51782,3046,0.000534586,28,52377,1870.607143,0.003570269,187,52377,280.0909091,3654,0.44,0.36,0.082841376,2582,31168,0.035077135,407,11603,0.000515493,27,52377,1939.888889
f24ee647,28095,0.148103197,4271,28838,0.000473907,17,35872,2110.117647,0.000365538,13,35564,2735.692308,0.000084355,3,35564,11854.66667,6593,0.38,0.45,0.186520527,3880,20802,0.051009564,432,8469,0.000927905,33,35564,1077.69697
f26053fa,19177,0.079108234,440,5562,0.000978063,7,7157,1022.428571,0.00014245,1,7020,7020,0.0002849,2,7020,3510,4260,0.32,0.27,0.089698493,357,3980,0.053453454,89,1665,0.000997151,7,7020,1002.857143
f2657bed,49000,0.100455323,273905,2726635,0.000579013,1796,3101833,1727.078508,0.000680142,2150,3161105,1470.281395,0.003335226,10543,3161105,299.8297449,2436,0.39,0.46,0.117485713,212708,1810501,0.069572669,66738,959256,0.000890828,2816,3161105,1122.551492
f26e5bc0,13153,0.13574453,18049,132963,0.000534275,82,153479,1871.695122,0.000533869,83,155469,1873.120482,0.001415073,220,155469,706.6772727,5957,0.48,0.39,0.166163495,15631,94070,0.065492665,2674,40829,0.001080601,168,155469,925.4107143
f2b889fe,51077,0.137113024,1497,10918,0.000255346,4,15665,3916.25,0.000191926,3,15631,5210.333333,0.000255902,4,15631,3907.75,3887,0.41,0.45,0.155659249,1301,8358,0.078136464,213,2726,0.000383853,6,15631,2605.166667
f306d0ed,46021,0.114200596,115,1007,0,0,1379,-1379,0,0,1377,-1377,NULL,0,1377,NULL,4313,0.58,0.33,0.116687578,93,797,0.111607143,25,224,0,0,1377,-1377
f30b75e4,48111,0.304567726,1927,6327,0.000693674,5,7208,1441.6,0.000277778,2,7200,3600,0.000277778,2,7200,3600,4207,0.32,0.27,0.349421325,1419,4061,0.224914966,529,2352,0.001527778,11,7200,654.5454546
f33a4f67,22067,0.091821177,1867,20333,0.000351,9,25641,2849,0.000393732,10,25398,2539.8,0.003543586,90,25398,282.2,8642,0.36,0.36,0.120486135,1725,14317,0.024679639,156,6321,0.00074809,19,25398,1336.736842
f359c546,22037,0.082082518,1132,13791,0.000309087,6,19412,3235.333333,0.000466201,9,19305,2145,0.003574204,69,19305,279.7826087,4734,0.35,0.42,0.098763046,1022,10348,0.033763382,123,3643,0.001450402,28,19305,689.4642857
f3bdb031,06097,0.075824443,30617,403788,0.001021386,515,504217,979.0621359,0.000914106,457,499942,1093.964989,0.004602534,2301,499942,217.271621,2710,0.38,0.43,0.090431595,27530,304429,0.033718377,3532,104750,0.000700081,350,499942,1428.405714
f3c79b11,16041,0.118455158,1371,11574,0.000368623,5,13564,2712.8,0.000509981,7,13726,1960.857143,0.00065569,9,13726,1525.111111,3232,0.33,0.43,0.163389643,1180,7222,0.04587156,210,4578,0.000291418,4,13726,3431.5
f3cadb0d,22051,0.115647608,41978,362982,0.000908809,399,439036,1100.340852,0.000836307,363,434051,1195.732782,0.002587254,1123,434051,386.5102404,4906,0.41,0.42,0.145945946,39204,268620,0.031204857,3089,98991,0.00127174,552,434051,786.3242754
f3d8f14d,27001,0.066227694,694,10479,0.000821277,13,15829,1217.615385,0.000314426,5,15902,3180.4,0.000440196,7,15902,2271.714286,8597,0.5,0.3,0.071545949,566,7911,0.051641461,140,2711,0.000754622,12,15902,1325.166667
f3ed10e0,49029,0.071737495,763,10636,0.001094921,13,11873,913.3076923,0.000249066,3,12045,4015,0.000166044,2,12045,6022.5,836,0.43,0.44,0.080533752,513,6370,0.060184146,268,4453,0.000332088,4,12045,3011.25
f404b9b1,29169,0.114217125,4282,37490,0.000403389,21,52059,2479,0.001172761,61,52014,852.6885246,0.002172492,113,52014,460.300885,4590,0.31,0.2,0.143468707,3787,26396,0.046837193,542,11572,0.001095859,57,52014,912.5263158
f437d28f,19039,0.064221398,485,7552,0.000320034,3,9374,3124.666667,0.000424493,4,9423,2355.75,0.00031837,3,9423,3141,3781,0.43,0.53,0.078401522,412,5255,0.03237858,78,2409,0.000742863,7,9423,1346.142857
f466a782,46105,0.161290323,360,2232,NULL,0,2974,NULL,0.000342231,1,2922,2922,0.002053388,6,2922,487,3418,0.4,0.14,0.166150031,268,1613,0.14893617,98,658,0.000684463,2,2922,1461
f491986f,48085,0.120748484,104680,866926,0.000946779,918,969603,1056.212418,0.000677514,681,1005146,1475.985316,0.001135159,1141,1005146,880.9342682,4396,0.47,0.55,0.139557278,84783,607514,0.082531475,22472,272284,0.000719299,723,1005146,1390.24343
f4d1be54,39111,0.089021881,952,10694,0.00014341,2,13946,6973,0.000145033,2,13790,6895,0.000290065,4,13790,3447.5,7222,0.4,0.4,0.095129376,750,7884,0.072997634,216,2959,0.000507614,7,13790,1970
f4dad20b,02158,0.17650851,1369,7756,NULL,0,8202,NULL,NULL,0,8303,NULL,0.001204384,10,8303,830.3,2177,0.19,0.2,0.256530476,1149,4479,0.068473194,235,3432,0.000361315,3,8303,2767.666667
f4e40ffe,55037,0.074326417,240,3229,0.000686342,3,4371,1457,0.000231428,1,4321,4321,0.000231428,1,4321,4321,3120,0.44,0.34,0.079211747,205,2588,0.056213018,38,676,0.000231428,1,4321,4321
